w_ex,w_trip,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,var_id,CLS,wp_int,wp_catch,prim1_common,PARTY,INTSITE,TIME,PRT_CODE,CLS_ID,date,date_time_mrip,w_psu,w_int,ALMACO JACK_claim,ALMACO JACK_release,ATLANTIC SHARPNOSE SHARK_claim,ATLANTIC SHARPNOSE SHARK_release,BANDED RUDDERFISH_claim,BANDED RUDDERFISH_release,BLACK GROUPER_claim,BLACK GROUPER_release,BLACK SEA BASS_claim,BLACK SEA BASS_release,BLACKFIN TUNA_claim,BLACKFIN TUNA_release,BLACKTIP SHARK_claim,BLACKTIP SHARK_release,BLUEFISH_claim,BLUEFISH_release,COBIA_claim,COBIA_release,DOLPHIN_claim,DOLPHIN_release,GAG_claim,GAG_release,GRAY SNAPPER_claim,GRAY SNAPPER_release,GRAY TRIGGERFISH_claim,GRAY TRIGGERFISH_release,GREAT BARRACUDA_claim,GREAT BARRACUDA_release,GREATER AMBERJACK_claim,GREATER AMBERJACK_release,HOGFISH_claim,HOGFISH_release,KING MACKEREL_claim,KING MACKEREL_release,LANE SNAPPER_claim,LANE SNAPPER_release,LEMON SHARK_claim,LEMON SHARK_release,LIONFISH_claim,LIONFISH_release,LITTLE TUNNY_claim,LITTLE TUNNY_release,LITTLEHEAD PORGY_claim,LITTLEHEAD PORGY_release,MUTTON SNAPPER_claim,MUTTON SNAPPER_release,RED DRUM_claim,RED DRUM_release,RED GROUPER_claim,RED GROUPER_release,RED PORGY_claim,RED PORGY_release,RED SNAPPER_claim,RED SNAPPER_release,SAILFISH_claim,SAILFISH_release,SAND SEATROUT_claim,SAND SEATROUT_release,SCAMP_claim,SCAMP_release,SHEEPSHEAD_claim,SHEEPSHEAD_release,SPANISH MACKEREL_claim,SPANISH MACKEREL_release,SPINNER SHARK_claim,SPINNER SHARK_release,SPOTTED SEATROUT_claim,SPOTTED SEATROUT_release,TRIPLETAIL_claim,TRIPLETAIL_release,VERMILION SNAPPER_claim,VERMILION SNAPPER_release,WAHOO_claim,WAHOO_release,WHITE GRUNT_claim,WHITE GRUNT_release,WHITEBONE PORGY_claim,WHITEBONE PORGY_release,YELLOWTAIL SNAPPER_claim,YELLOWTAIL SNAPPER_release,mrip_non_cls_claim,mrip_non_cls_release,wave_year
1,38.15107978214131,2017061235weS:8AM-8PM,201731235129792e7,2017,12,1297920170617020a,3,2017061235weS:8AM-8PM,Y,25.8286449095691,25.8286449095691,RED SNAPPER,10,524,15:45:00,1297920170617020a,210,2017-06-17,2017-06-17T15:45:00Z,14.59043819639524,38.15107978214131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3_2017
1,38.15107978214131,2017061235weS:8AM-8PM,201731235129792e7,2017,12,1297920170617030a,3,2017061235weS:8AM-8PM,Y,25.8286449095691,25.8286449095691,RED GROUPER,6,524,16:10:00,1297920170617030a,220,2017-06-17,2017-06-17T16:10:00Z,14.59043819639524,38.15107978214131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,38.15107978214131,2017061235weS:8AM-8PM,201731235129792e7,2017,12,1297920170617038a,3,2017061235weS:8AM-8PM,Y,25.8286449095691,25.8286449095691,RED SNAPPER,6,524,16:24:00,1297920170617036a,113,2017-06-17,2017-06-17T16:24:00Z,14.59043819639524,38.15107978214131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,38.15107978214131,2017061235weS:8AM-8PM,201731235129792e7,2017,12,1297920170617044a,3,2017061235weS:8AM-8PM,Y,25.8286449095691,25.8286449095691,RED SNAPPER,6,524,16:44:00,1297920170617042a,187,2017-06-17,2017-06-17T16:44:00Z,14.59043819639524,38.15107978214131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1.5,18.957107872856415,2017061235weS:8AM-8PM,20173123515464202e5,2017,12,1546420170602017a,3,2017061235weS:8AM-8PM,NA,46.0761138084407,46.0761138084407,NA,3,725,13:30:00,1546420170602017a,NA,2017-06-02,2017-06-02T13:30:00Z,4.184330447952164,28.43566180928462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3_2017
1,25.385849410498626,2017061235weS:8AM-8PM,20173123515464202e5,2017,12,1546420170602021a,3,2017061235weS:8AM-8PM,NA,32.5088872538408,32.5088872538408,NA,2,725,13:50:00,1546420170602021a,NA,2017-06-02,2017-06-02T13:50:00Z,4.184330447952164,25.385849410498626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3_2017
1,29.620136105508582,2017061235weS:8AM-8PM,20173123515464202e5,2017,12,1546420170623017a,3,2017061235weS:8AM-8PM,NA,22.9808049977595,22.9808049977595,NA,2,725,13:01:00,1546420170623017a,NA,2017-06-23,2017-06-23T13:01:00Z,8.806264195270984,29.620136105508582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3_2017
1,29.620136105508582,2017061235weS:8AM-8PM,20173123515464202e5,2017,12,1546420170623019a,3,2017061235weS:8AM-8PM,NA,22.9808049977595,22.9808049977595,NA,2,725,13:06:00,1546420170623019a,NA,2017-06-23,2017-06-23T13:06:00Z,8.806264195270984,29.620136105508582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3_2017
1.3333333333333333,24.798579952276924,2017061235weS:8AM-8PM,20173123515464202e5,2017,12,1546420170623025a,3,2017061235weS:8AM-8PM,NA,28.8495952821322,28.8495952821322,GRAY SNAPPER,4,725,13:30:00,1546420170623025a,NA,2017-06-23,2017-06-23T13:30:00Z,8.806264195270984,33.06477326970256,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3_2017
1,140.61565744857685,2017061235weS:8AM-8PM,20173123515466202e5,2017,12,1546620170609008a,3,2017061235weS:8AM-8PM,NA,516.559292046822,516.559292046822,ATLANTIC TARPON,4,886,13:44:00,1546620170609008a,NA,2017-06-09,2017-06-09T13:44:00Z,84.92050910812642,140.61565744857685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3_2017
1,40.36020137793068,2017061235weS:8AM-8PM,20173123515466202e5,2017,12,1546620170623001a,3,2017061235weS:8AM-8PM,NA,41.2791591406897,41.2791591406897,NA,4,776,11:30:00,1546620170623001a,NA,2017-06-23,2017-06-23T11:30:00Z,15.207902851697842,40.36020137793068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3_2017
1,56.34500225782224,2017061235weS:8AM-8PM,20173123515466202e5,2017,12,1546620170623017a,3,2017061235weS:8AM-8PM,NA,41.2791591406897,41.2791591406897,COMMON SNOOK,3,776,14:21:00,1546620170623017a,NA,2017-06-23,2017-06-23T14:21:00Z,26.743233918818262,56.34500225782224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3_2017
1,452.53819901927164,2017061235weS:8AM-8PM,20173123515466202e5,2017,12,1546620170624001a,3,2017061235weS:8AM-8PM,NA,528.288570481028,528.288570481028,ATLANTIC TARPON,2,3456,11:18:00,1546620170624001a,NA,2017-06-24,2017-06-24T11:18:00Z,100.0214324884646,452.53819901927164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1.6666666666666667,221.36091842631467,2017061235weS:8AM-8PM,20173123515466202e5,2017,12,1546620170624003a,3,2017061235weS:8AM-8PM,NA,399.239901440184,399.239901440184,RED GROUPER,5,931,16:31:00,1546620170624003a,NA,2017-06-24,2017-06-24T16:31:00Z,93.99663195814745,368.9348640438578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,7,0,0,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3_2017
1,92.57681667467759,2017061235weS:8AM-8PM,201731235157402e7,2017,12,1574020170630001a,3,2017061235weS:8AM-8PM,NA,606.614213299539,606.614213299539,GRAY SNAPPER,4,314,12:44:00,1574020170630001a,NA,2017-06-30,2017-06-30T12:44:00Z,34.35088199205128,92.57681667467759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3_2017
1,92.57681667467759,2017061235weS:8AM-8PM,201731235157402e7,2017,12,1574020170630005a,3,2017061235weS:8AM-8PM,NA,680.864938336127,680.864938336127,NA,5,314,13:50:00,1574020170630005a,NA,2017-06-30,2017-06-30T13:50:00Z,34.35088199205128,92.57681667467759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,1,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,6,0,0,4,0,0,31,3_2017
1.2,377.115165849393,2017061235weS:8AM-8PM,20173123515743202e5,2017,12,1574320170624002a,3,2017061235weS:8AM-8PM,Y,746.763185755216,746.763185755216,RED GROUPER,6,1318,16:30:00,1574320170624002a,229,2017-06-24,2017-06-24T16:30:00Z,240.56174656691107,452.53819901927164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,400.4340964974167,2017061245wdS:8AM-8PM,201731245157562e7,2017,12,1575620170627001a,3,2017061245wdS:8AM-8PM,NA,676.418972421838,676.418972421838,NA,5,1338,12:00:00,1575620170627001a,NA,2017-06-27,2017-06-27T12:00:00Z,184.0015719817589,400.4340964974167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3_2017
1,400.4340964974167,2017061245wdS:8AM-8PM,201731245157562e7,2017,12,1575620170627006a,3,2017061245wdS:8AM-8PM,NA,676.418972421838,676.418972421838,NA,6,1338,12:10:00,1575620170627006a,NA,2017-06-27,2017-06-27T12:10:00Z,184.0015719817589,400.4340964974167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3_2017
1,400.4340964974167,2017061245wdS:8AM-8PM,201731245157562e7,2017,12,1575620170627012a,3,2017061245wdS:8AM-8PM,NA,400.279923819957,400.279923819957,NA,5,1338,12:25:00,1575620170627012a,NA,2017-06-27,2017-06-27T12:25:00Z,184.0015719817589,400.4340964974167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,46,3_2017
2,164.24453231772418,2017061245wdS:8AM-8PM,201731245157562e7,2017,12,1575620170627017a,3,2017061245wdS:8AM-8PM,NA,370.881846135115,370.881846135115,RED GROUPER,4,942,15:44:00,1575620170627017a,NA,2017-06-27,2017-06-27T15:44:00Z,67.92410326741124,328.48906463544836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,328.22902399447673,2017061245weS:8AM-8PM,20173124515748202e5,2017,12,1574820170623001a,3,2017061245weS:8AM-8PM,NA,531.734806228017,531.734806228017,NA,4,305,12:43:00,1574820170623001a,NA,2017-06-23,2017-06-23T12:43:00Z,70.47085575318476,328.22902399447673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3_2017
1,138.79016815406433,2017061245weS:8AM-8PM,201731245157562e7,2017,12,1575620170604001a,3,2017061245weS:8AM-8PM,NA,208.978921168333,208.978921168333,NA,4,3493,11:15:00,1575620170604001a,NA,2017-06-04,2017-06-04T11:15:00Z,99.80109022187149,138.79016815406433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3_2017
1,138.79016815406433,2017061245weS:8AM-8PM,201731245157562e7,2017,12,1575620170604005a,3,2017061245weS:8AM-8PM,NA,208.978921168333,208.978921168333,ATLANTIC TARPON,4,3493,12:03:00,1575620170604005a,NA,2017-06-04,2017-06-04T12:03:00Z,99.80109022187149,138.79016815406433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3_2017
1,64.4306538608952,2017061245weS:8AM-8PM,201731245157562e7,2017,12,1575620170604009a,3,2017061245weS:8AM-8PM,NA,208.978921168333,208.978921168333,NA,6,3493,15:42:00,1575620170604009a,NA,2017-06-04,2017-06-04T15:42:00Z,37.70137723396933,64.4306538608952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3_2017
1,372.3923779958971,2017061245weS:8AM-8PM,201731245157562e7,2017,12,1575620170623001a,3,2017061245weS:8AM-8PM,NA,606.977988756212,606.977988756212,GRAY SNAPPER,3,3366,12:20:00,1575620170623001a,NA,2017-06-23,2017-06-23T12:20:00Z,159.14635712610067,372.3923779958971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3_2017
1,1001.7962726808703,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621001a,3,2017061285wdS:8AM-8PM,NA,1286.46938996945,1286.46938996945,NA,2,525,11:16:00,1563120170621001a,NA,2017-06-21,2017-06-21T11:16:00Z,460.33065263695914,1001.7962726808703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,1001.7962726808704,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621003a,3,2017061285wdS:8AM-8PM,NA,1286.46938996945,1286.46938996945,DOLPHIN,3,525,11:44:00,1563120170621003a,NA,2017-06-21,2017-06-21T11:44:00Z,460.33065263695914,1001.7962726808703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
3,1001.7962726808702,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621006a,3,2017061285wdS:8AM-8PM,NA,1876.0480916218,1876.0480916218,YELLOWTAIL SNAPPER,3,525,11:56:00,1563120170621006a,NA,2017-06-21,2017-06-21T11:56:00Z,460.33065263695914,3005.3888180426106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3_2017
3,1001.7962726808702,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621007a,3,2017061285wdS:8AM-8PM,NA,1876.0480916218,1876.0480916218,NA,3,525,12:54:00,1563120170621007a,NA,2017-06-21,2017-06-21T12:54:00Z,460.33065263695914,3005.3888180426106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,1001.7962726808703,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621008a,3,2017061285wdS:8AM-8PM,NA,1286.46938996945,1286.46938996945,DOLPHIN,4,525,13:45:00,1563120170621008a,NA,2017-06-21,2017-06-21T13:45:00Z,460.33065263695914,1001.7962726808703,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,1001.7962726808703,2017061285wdS:8AM-8PM,20173128515631202e5,2017,12,1563120170621012a,3,2017061285wdS:8AM-8PM,NA,1286.46938996945,1286.46938996945,DOLPHIN,5,525,13:54:00,1563120170621012a,NA,2017-06-21,2017-06-21T13:54:00Z,460.33065263695914,1001.7962726808703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,138.2501167647742,2017061285wdS:8AM-8PM,20173128515720202e5,2017,12,1572020170605001a,3,2017061285wdS:8AM-8PM,NA,93.7195866483786,93.7195866483786,NA,2,1983,11:08:00,1572020170605001a,NA,2017-06-05,2017-06-05T11:08:00Z,44.46865869745184,138.2501167647742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1.3333333333333333,287.4720413445684,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605001a,3,2017061285wdS:8AM-8PM,NA,246.684142270114,246.684142270114,NA,4,4073,11:31:00,1574920170605001a,NA,2017-06-05,2017-06-05T11:31:00Z,223.09363240137085,383.29605512609123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3_2017
1,287.4720413445684,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605004a,3,2017061285wdS:8AM-8PM,NA,186.868102126779,186.868102126779,SEATROUT GENUS,4,4073,12:22:00,1574920170605004a,NA,2017-06-05,2017-06-05T12:22:00Z,223.09363240137085,287.4720413445684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3_2017
2,287.4720413445684,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605008a,3,2017061285wdS:8AM-8PM,NA,366.316222556784,366.316222556784,NA,4,4073,12:53:00,1574920170605008a,NA,2017-06-05,2017-06-05T12:53:00Z,223.09363240137085,574.9440826891368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3_2017
1,307.9105850474582,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605010a,3,2017061285wdS:8AM-8PM,NA,186.868102126779,186.868102126779,ATLANTIC TARPON,1,4073,14:05:00,1574920170605010a,NA,2017-06-05,2017-06-05T14:05:00Z,238.95503211991434,307.9105850474582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3_2017
1,307.9105850474582,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605011a,3,2017061285wdS:8AM-8PM,NA,186.868102126779,186.868102126779,NA,1,4073,15:03:00,1574920170605011a,NA,2017-06-05,2017-06-05T15:03:00Z,238.95503211991434,307.9105850474582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,307.9105850474582,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605012a,3,2017061285wdS:8AM-8PM,NA,379.917413873717,379.917413873717,DOLPHIN,3,4073,15:47:00,1574920170605012a,NA,2017-06-05,2017-06-05T15:47:00Z,238.95503211991434,307.9105850474582,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3_2017
1,307.9105850474582,2017061285wdS:8AM-8PM,201731285157492e7,2017,12,1574920170605016a,3,2017061285wdS:8AM-8PM,NA,186.868102126779,186.868102126779,ATLANTIC TARPON,2,4073,15:59:00,1574920170605016a,NA,2017-06-05,2017-06-05T15:59:00Z,238.95503211991434,307.9105850474582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
